,Review,Category,Drug,category_id
1530," All this in just 21 days-
 thanks but no thanks!""",Ineffective,Divalproex,2
1531,"""I along with most people here have had an excellent result with Depakote ER, however the biggest side affect for me is the weight gain",Effective,Divalproex,0
1532,I've been on Topamax for 17 months with no relief,Ineffective,Divalproex,2
1533," I hope there's something else I can try that's comparable to Depakote ER, I really don't want to be obese from medicine",Ineffective,Divalproex,2
1534,"""I have Bipolar 1 rapid cycling and life was hell",Ineffective,Divalproex,2
1535,Manic episodes were a little intense but the depression is what really killed me,Adverse,Divalproex,1
1536,It got worse and worse over time to the point I felt numb to the world,Adverse,Divalproex,1
1537,Life sucked and I wanted out,Ineffective,Divalproex,2
1538,It literally SAVED MY LIFE!! I feel normal and stable for the first time in my life and I couldn't be happier,Effective,Divalproex,0
1539,Im enjoying every second of my life now,Effective,Divalproex,0
1540," God bless this drug (:""",Effective,Divalproex,0
1541,"""Helped me with manic and depressed episodes",Effective,Divalproex,0
1542,The only positive thing this medicine has done for me is rid me of mania,Effective,Divalproex,0
1543,I am constantly depressed and have persistent suicidal/negative thoughts,Adverse,Divalproex,1
1544,I feel like I have been sleep walking through my life since I have been put on this medication,Adverse,Divalproex,1
1545,Also I have gained 50 pounds and am so hungry all the time,Adverse,Divalproex,1
1546,I also have zero libido,Adverse,Divalproex,1
1547,I have had sex on this medication and it was the most unenjoyable experience ever,Adverse,Divalproex,1
1548,Next time I go to see my physiatrist I am going to ask to switch medications,Ineffective,Divalproex,2
1549,This might work for some but it has not worked for me in the slightest,Ineffective,Divalproex,2
1550,"""Have taken this med for 28+ years with no seizures during this time",Effective,Divalproex,0
1551,I have experienced no side effects except that my hair has become very curly,Effective,Divalproex,0
1552,Lots of compliments!  No down side,Effective,Divalproex,0
1553,I am seizure free,Effective,Divalproex,0
1554,No other med has worked for me,Effective,Divalproex,0
1555,"""Have been on Depakote 500mg for almost a week now starting to feel back to normal and helping to control mania",Effective,Divalproex,0
1556," Also taking with 50mg Vyvanse and 50mg Seroquel at night seems to be okay except still have times when I feel I'm losing it but overall more stable, will see how it goes in the next couple weeks",Effective,Divalproex,0
1557,My headaches are better but my hands are shaky and my stomach aches,Adverse,Divalproex,1
1558,Better than a migraine so I will continue,Effective,Divalproex,0
1559,I have not had any seizures in over 12 years now,Effective,Divalproex,0
1560,I am using it for that too plus Keppra they are both helping me in my two areas,Effective,Divalproex,0
1561,I have not had any feeling of trying to kill myself or hurt myself in any way,Effective,Divalproex,0
1562,I do have to say this about Depakote that it does make you gain weight,Adverse,Divalproex,1
1563,I went from 250 to over 320,Adverse,Divalproex,1
1564,Since I have been on these two medications for about 4 years now I have lost about 55 pounds in almost 2 years,Adverse,Divalproex,1
1565,"""Great medication for controlling petit mal seizures",Effective,Divalproex,0
1566,I am happy with it as there are little side effects,Effective,Divalproex,0
1567,When the dose is high enough it helps with her migraines as well,Effective,Divalproex,0
1568,She gained 5 pounds but we keep it down with a healthy diet,Adverse,Divalproex,1
1569," Much easier to take, with almost no side effects except being a little sleepier and finding it a little harder to focus",Effective,Divalproex,0
1570," However, it's doing nothing for my migraines",Ineffective,Divalproex,2
1571,"""Love this medication, after 2-3 years of severe long lasting manic episodes finally decided to take meds full time",Effective,Divalproex,0
1572," Hardly any side effects, very hungry, simply eat normally and you wont put weight on, the medication doesn't make you fat, eating does",Effective,Divalproex,0
1573," Very calm, can concentrate, no racing thoughts, level, basically gave me my life back, works well at 750 even though I'm 80kgs, Dr upped me to 1000mg but felt too sedated so dropped back down",Effective,Divalproex,0
1574,I move to 1000mg if I feel like I'm starting to drift a little for a few weeks then move back,Adverse,Divalproex,1
1575,"

I became very jaded, too jaded",Adverse,Divalproex,1
1576," I didn't get any more sleep than usual, and my previously sun-sensitive skin is now showing minor allergic reactions to sunlight",Adverse,Divalproex,1
1577," I haven't been on it for years, and the allergy is still there",Adverse,Divalproex,1
1578,"
It did nothing for me and just made it harder for me to operate in the typically diurnal society of today",Ineffective,Divalproex,2
1579,Not a positive experience,Ineffective,Divalproex,2
1580,"  

I can tell that my moods are much more stable on Depakote, no more hypomania and staying up a week at a time",Effective,Divalproex,0
1581," It's a relief to get back to much more normal, but I do miss the hypomania in many ways (I work full time, have a family and go to graduate school for a double masters degree-- hypomania was great with those things at once)",Effective,Divalproex,0
1582,I'm trying to deal with the ravenous appetite,Adverse,Divalproex,1
1583,Up 10 lbs already,Adverse,Divalproex,1
1584,"""I have had no gran mal seizures now for 4 years",Effective,Divalproex,0
1585,"""I've been taking Depakote for eight years and have not had a manic episode",Effective,Divalproex,0
1586,"""Depakote was a nightmare",Ineffective,Divalproex,2
1587,"  Besides having acute, non-stop stomach pain with chronic diahrrea, my hair started falling out in clumps",Adverse,Divalproex,1
1588,I don't recommend this to anyone,Ineffective,Divalproex,2
1589,It was like taking poison,Adverse,Divalproex,1
1590,This med (along with Seroquel and Wellbutrin) has been a literal lifesaver,Effective,Divalproex,0
1591,For the first time in my life my moods are stable as well as manageable,Effective,Divalproex,0
1592," I have this eye tic, my joints hurt",Adverse,Divalproex,1
1593,I wish read up on the side effects earlier on,Adverse,Divalproex,1
1594,I am currently seizure free and can drive,Effective,Divalproex,0
1595," I do have a slight problem with my hair, it won't grow, but that's okay",Adverse,Divalproex,1
1596,It worked the at first but now I am getting highly irritable for no reason and am bruising easily and it is very unusual bruising,Adverse,Divalproex,1
1597,I want to get off of it because I am having a lot of episodes,Ineffective,Divalproex,2
1598,Nothings working that well,Ineffective,Divalproex,2
1599,"""Helps me to focus and organize thoughts",Effective,Divalproex,0
1600,This drug works very well with moderate exercise,Effective,Divalproex,0
1601,"""Depakote was (and still is) a miracle drug for me with my migraines",Effective,Divalproex,0
1602,"  I used to get one almost every day, and now it's down to just a few small ones every month!""",Effective,Divalproex,0
1603," I was in a coma light sleep when my therapist came, I heard myself say ""we need to go to the airport"" when actually I never said anything at all",Adverse,Divalproex,1
1604," I felt drunk waking up, started losing my hearing, it got cloudy",Adverse,Divalproex,1
1605,I only took it a month but being in that state of mind frightened me,Adverse,Divalproex,1
1606,I gave it up and my hearing is mostly back about 98 percent but my balance and coordination still suffers from the medication but has improved since I stopped it,Adverse,Divalproex,1
1607," When I was awake and aware and not ""drunk"" it did help my manic episodes",Effective,Divalproex,0
1608,I noticed very subtle effects if any,Effective,Divalproex,0
1609,Seemed to have a slight calming effect,Effective,Divalproex,0
1610,However after time it raised my liver enzymes and lowered my platelet count (which is a potential side effect)  So I went off of it,Adverse,Divalproex,1
1611,I don't have many hypomanic episodes and never a manic episode so I don't know why my dose got that high,Effective,Divalproex,0
1612,"  Gained 20 lbs, made me sick and tired",Adverse,Divalproex,1
1613,Wasn't for me,Ineffective,Divalproex,2
1614,"""While new to depakote, I'm not really sure this med is helping my bipolar disorder",Ineffective,Divalproex,2
1615,"With the depakote the night terrors are horrific at best, think I'm rapid cycling, mania appears out of the blue and depression I don't want to think about",Adverse,Divalproex,1
1616,Finally I tried divalporex ER 500 within days the migraine episodes came down and migraine if any does not progress into throbbing episodes requiring triptans,Effective,Divalproex,0
1617,"""Fewer side effects than Depakote but nearly no benefit for migraines",Ineffective,Divalproex,2
1618,"""This drug really helped me! I noticed a huge difference almost immediately and so did others around me",Effective,Divalproex,0
1619,It helped me put down the bottle and focus on daily tasks along with not freaking out on other drivers with road rage as I previously would do,Effective,Divalproex,0
1620," I would definitely recommend trying it, at least",Effective,Divalproex,0
1621," As far as the weight gain aspect, that's kind of in my favor because it was always hard for me to keep weight on/gain weight",Effective,Divalproex,0
