Review,Category,Drug
This month June 2016 it has been confirmed I have Multiple Myeloma a blood cancer,Adverse,Divalproex
Depakote is the suspected trigger again,Other,Divalproex
"  These effects result from being put on Depakote for seven years with no investigation of physical symptoms being reported to ""psychiatric professionals""""",Other,Divalproex
"""Hi I've recently got married to my  partner of 6 yrs, last year he was  diagnosed with bipolar he has tried all different kinds of medicine but he’s started a new one call Depakote 5-10-17 for the last 2 weeks he’s had 2 personalities Mr Nice and Mr Horrible it can changed within mins do you think I should contact his doctor or bear with it",Adverse,Divalproex
" He’s never been like this I can’t talk to him, I can’t even look at him without him asking me what my problem is",Adverse,Divalproex
This is really out of  character,Adverse,Divalproex
He is normal downer I know when they are coming and I can take time out and after 3-4 he’s back to him normal happy self but this I not sure how much more I can cope with!! We have a 5 yr old who keeps saying will daddy get better! I’m just in desperate need for some,Effective,Divalproex
"""On the morning of June 23nd, I awoke with a terrible seizure (my first)",Other,Divalproex
" Throughout the day I got progressively worse, went into the doctors office and the following morning, had slipped into a deep coma",Adverse,Divalproex
In this coma I apparently continued these seizures,Ineffective,Divalproex
Depakote was used through my nasogastric (NG) tube and it seemed to help a lot,Effective,Divalproex
My only issue now is some trembling which is more noticeable when I'm weaker or more tired,Adverse,Divalproex
" Overall, the use of this medicine has been very beneficial",Effective,Divalproex
" """,Other,Divalproex
"""Working much better than Lithium, for Bipolar Disorder",Effective,Divalproex
Lithium caused slurred speech and made me feel sluggish and foggy,Other,Divalproex
Doing much better except for anxiety which is still the same,Adverse,Divalproex
"""I had debilitating migraines for 15 years and went on a small dose of Depakote (125 mg) twenty years ago",Other,Divalproex
It was amazing,Effective,Divalproex
Maybe five headaches over all those years,Other,Divalproex
" However I have now gone off hormones and having steady weight gain, increased dizziness and some depression",Adverse,Divalproex
I am uncertain what to do,Other,Divalproex
" Our chemistry changes as we age, and the science is not keeping up",Other,Divalproex
"""I was diagnosed as bipolar 2 20 years ago and use lithium as mood stabilizer",Other,Divalproex
After a period of discontinuation of drug I switch to depakote and after that I have disk herniation problem and ear pain,Adverse,Divalproex
"""I am 20 and on 750 mg of Depakote a day",Other,Divalproex
" Gained 10-15 pounds within the first month of taking this medication, but now my weight is remaining stable",Effective,Divalproex
I am eating healthier and running each day though,Effective,Divalproex
" When I first started taking it, I was so restless/anxious, I had to pace around like mad",Ineffective,Divalproex
It took about 3 weeks to really end my mania in combination with 2 mg risperidone,Effective,Divalproex
I am experiencing easy bruising now,Adverse,Divalproex
Sleeping 10 hours a night,Effective,Divalproex
Have an irregular period,Adverse,Divalproex
In general I move more slowly,Other,Divalproex
I am cloudy in the morning,Adverse,Divalproex
I don't get upset with my family anymore,Effective,Divalproex
"""My husband says Depakote is having a positive impact on me as well as our family! I'm not in bed all day or hanging around the bedroom",Effective,Divalproex
I'm up and about the house,Effective,Divalproex
" Since decluttered, even organized! My personality has blossomed too",Effective,Divalproex
" The last six years I tried a wide spectrum of medications; Seroquel, Lamictal, Latuda, zonisamide, carbamazepine to name a few! My bipolar worsened five years ago after our last child",Ineffective,Divalproex
The side effects were hair shedding within three weeks but no significant weight gain,Adverse,Divalproex
I have always had a thick head of hair so it's not really noticeable but I can tell one side limp and not hanging full,Other,Divalproex
I've started biotin along with a multivitamin,Other,Divalproex
My Doc also told me to try a zinc a supplement,Other,Divalproex
Overall I feel it is working,Effective,Divalproex
"""For mood stabilization, depakote worked out well for me, but it also helped me gain about 50 lbs! Once I started slowly switching off it, the pounds started coming off",Adverse,Divalproex
"""I have been taking Depakote ER for about 9 months",Other,Divalproex
I have found it helpful for the mania,Effective,Divalproex
The bad side effect is that I gained about 30pounds,Adverse,Divalproex
"""Terrible",Adverse,Divalproex
Absolute poison,Adverse,Divalproex
I would never  ever put that toxic waste in my blood stream again,Adverse,Divalproex
Depakote is bad,Ineffective,Divalproex
"""I have been taking this medicine for 3 weeks",Other,Divalproex
During the three weeks I have experienced severe mood swings to the point of psychosis,Adverse,Divalproex
I have had irritability on a daily basis and worsening of depression,Adverse,Divalproex
The psychosis has made me stop taking the medicine,Adverse,Divalproex
"  I had been on Seroquel for years and because of a huge weight gain, I stopped taking it",Adverse,Divalproex
I don't know where to go from here,Ineffective,Divalproex
"""I am an active person with a healthy, gluten/dairy-free diet and within the first 2 months I gained nearly 40 pounds",Adverse,Divalproex
" I was crying all of the time, fatigued, and then my hair started falling out",Adverse,Divalproex
It also lead to a suicide attempt,Adverse,Divalproex
"

Depakote may work very well for some, but for me it was worse than disease",Ineffective,Divalproex
Aother downside was the cost,Other,Divalproex
With insurance it was nearly 150,Other,Divalproex
00 dollars a month,Other,Divalproex
"""I have taken Depakote ER for awhile with Lamictal",Other,Divalproex
I have not had a seizure in 34 months,Effective,Divalproex
I do have hair loss and weight gain problem,Adverse,Divalproex
"""I had used this medication for more than 15 years, before it stopped preventing my chronic migraine headaches",Ineffective,Divalproex
"  I was taking it up to 2000 mg per: night daily and didn't have any side effects of it since the very beginning of taking it (in lower dose, of course) and even when took max dose as described",Other,Divalproex
"

 Had a very easy adjusting to it, also and no unpleasanties whatsoever",Effective,Divalproex
"""I have been on generic Depakote for 12 years",Other,Divalproex
"  Prior to it, I took lithium for 28 years",Other,Divalproex
"   On Depakote, I lost 30 pounds; and did not have hair loss",Effective,Divalproex
I do get tired in the afternoon and take a nap,Other,Divalproex
I feel the medication helps me live a good life,Effective,Divalproex
I believe I would be dead without medication that keeps me from being manic,Effective,Divalproex
"""I recently found out I was bipolar 2 at the age of 24",Other,Divalproex
I was 16 getting panic attacks didn't think anything of it,Other,Divalproex
Finally I started getting more stress as I got older,Other,Divalproex
